Date,Country,Region,Chain,Parent_SKU,SKU_Description,Total_Qty_CTN
2024-08-10,Thailand,North,Makro,SKU-D002,Diaper Pants L,103
2024-08-10,Thailand,North,Makro,SKU-D003,Diaper Tape NB,72
2024-08-10,Thailand,North,Makro,SKU-S001,Sanitary Pad Day,92
2024-08-10,Thailand,North,Makro,SKU-S002,Sanitary Pad Night,69
2024-08-10,Thailand,North,Tesco Lotus,SKU-D001,Diaper Pants M,197
2024-08-10,Thailand,North,Tesco Lotus,SKU-D002,Diaper Pants L,0
2024-08-10,Thailand,North,Tesco Lotus,SKU-D003,Diaper Tape NB,103
2024-08-10,Thailand,North,Tesco Lotus,SKU-S001,Sanitary Pad Day,141
2024-08-10,Thailand,North,Tesco Lotus,SKU-S002,Sanitary Pad Night,108
2024-08-11,Malaysia,Central,99 Speedmart,SKU-D001,Diaper Pants M,31
2024-08-11,Malaysia,Central,99 Speedmart,SKU-D002,Diaper Pants L,24
2024-08-11,Malaysia,Central,99 Speedmart,SKU-D003,Diaper Tape NB,13
2024-08-11,Malaysia,Central,99 Speedmart,SKU-S001,Sanitary Pad Day,28
2024-08-11,Malaysia,Central,99 Speedmart,SKU-S002,Sanitary Pad Night,18
2024-08-11,Malaysia,Central,AEON,SKU-D001,Diaper Pants M,75
2024-08-11,Malaysia,Central,AEON,SKU-D002,Diaper Pants L,72
2024-08-11,Malaysia,Central,AEON,SKU-D003,Diaper Tape NB,58
2024-08-11,Malaysia,Central,AEON,SKU-S001,Sanitary Pad Day,91
2024-08-11,Malaysia,Central,AEON,SKU-S002,Sanitary Pad Night,87
2024-08-11,Malaysia,Central,Lotus's,SKU-D001,Diaper Pants M,30
2024-08-11,Malaysia,Central,Lotus's,SKU-D002,Diaper Pants L,33
2024-08-11,Malaysia,Central,Lotus's,SKU-D003,Diaper Tape NB,20
2024-08-11,Malaysia,Central,Lotus's,SKU-S001,Sanitary Pad Day,28
2024-08-11,Malaysia,Central,Lotus's,SKU-S002,Sanitary Pad Night,15
2024-08-11,Malaysia,Northern,Giant,SKU-D001,Diaper Pants M,22
2024-08-11,Malaysia,Northern,Giant,SKU-D002,Diaper Pants L,16
2024-08-11,Malaysia,Northern,Giant,SKU-D003,Diaper Tape NB,11
2024-08-11,Malaysia,Northern,Giant,SKU-S001,Sanitary Pad Day,20
2024-08-11,Malaysia,Northern,Giant,SKU-S002,Sanitary Pad Night,18
2024-08-11,Malaysia,Northern,Lotus's,SKU-D001,Diaper Pants M,124
2024-08-11,Malaysia,Northern,Lotus's,SKU-D002,Diaper Pants L,122
2024-08-11,Malaysia,Northern,Lotus's,SKU-D003,Diaper Tape NB,59
2024-08-11,Malaysia,Northern,Lotus's,SKU-S001,Sanitary Pad Day,96
2024-08-11,Malaysia,Northern,Lotus's,SKU-S002,Sanitary Pad Night,65
2024-08-11,Malaysia,Northern,Mydin,SKU-D001,Diaper Pants M,34
2024-08-11,Malaysia,Northern,Mydin,SKU-D002,Diaper Pants L,34
2024-08-11,Malaysia,Northern,Mydin,SKU-D003,Diaper Tape NB,15
2024-08-11,Malaysia,Northern,Mydin,SKU-S001,Sanitary Pad Day,24
2024-08-11,Malaysia,Northern,Mydin,SKU-S002,Sanitary Pad Night,16
2024-08-11,Malaysia,Southern,AEON,SKU-D001,Diaper Pants M,81
2024-08-11,Malaysia,Southern,AEON,SKU-D002,Diaper Pants L,82
2024-08-11,Malaysia,Southern,AEON,SKU-D003,Diaper Tape NB,71
2024-08-11,Malaysia,Southern,AEON,SKU-S001,Sanitary Pad Day,76
2024-08-11,Malaysia,Southern,AEON,SKU-S002,Sanitary Pad Night,70
2024-08-11,Malaysia,Southern,Econsave,SKU-D001,Diaper Pants M,106
2024-08-11,Malaysia,Southern,Econsave,SKU-D002,Diaper Pants L,81
2024-08-11,Malaysia,Southern,Econsave,SKU-D003,Diaper Tape NB,49
2024-08-11,Malaysia,Southern,Econsave,SKU-S001,Sanitary Pad Day,52
2024-08-11,Malaysia,Southern,Econsave,SKU-S002,Sanitary Pad Night,47
2024-08-11,Malaysia,Southern,Giant,SKU-D001,Diaper Pants M,8
2024-08-11,Malaysia,Southern,Giant,SKU-D002,Diaper Pants L,8
2024-08-11,Malaysia,Southern,Giant,SKU-D003,Diaper Tape NB,5
2024-08-11,Malaysia,Southern,Giant,SKU-S001,Sanitary Pad Day,8
2024-08-11,Malaysia,Southern,Giant,SKU-S002,Sanitary Pad Night,5
2024-08-11,Singapore,East,Cold Storage,SKU-D001,Diaper Pants M,18
2024-08-11,Singapore,East,Cold Storage,SKU-D002,Diaper Pants L,13
2024-08-11,Singapore,East,Cold Storage,SKU-D003,Diaper Tape NB,9
2024-08-11,Singapore,East,Cold Storage,SKU-S001,Sanitary Pad Day,15
2024-08-11,Singapore,East,Cold Storage,SKU-S002,Sanitary Pad Night,11
2024-08-11,Singapore,East,NTUC FairPrice,SKU-D001,Diaper Pants M,21
2024-08-11,Singapore,East,NTUC FairPrice,SKU-D002,Diaper Pants L,14
2024-08-11,Singapore,East,NTUC FairPrice,SKU-D003,Diaper Tape NB,10
2024-08-11,Singapore,East,NTUC FairPrice,SKU-S001,Sanitary Pad Day,18
2024-08-11,Singapore,East,NTUC FairPrice,SKU-S002,Sanitary Pad Night,12
2024-08-11,Singapore,East,Sheng Siong,SKU-D001,Diaper Pants M,74
2024-08-11,Singapore,East,Sheng Siong,SKU-D002,Diaper Pants L,65
2024-08-11,Singapore,East,Sheng Siong,SKU-D003,Diaper Tape NB,0
2024-08-11,Singapore,East,Sheng Siong,SKU-S001,Sanitary Pad Day,46
2024-08-11,Singapore,East,Sheng Siong,SKU-S002,Sanitary Pad Night,36
2024-08-11,Singapore,North,NTUC FairPrice,SKU-D001,Diaper Pants M,26
2024-08-11,Singapore,North,NTUC FairPrice,SKU-D002,Diaper Pants L,33
2024-08-11,Singapore,North,NTUC FairPrice,SKU-D003,Diaper Tape NB,19
2024-08-11,Singapore,North,NTUC FairPrice,SKU-S001,Sanitary Pad Day,30
2024-08-11,Singapore,North,NTUC FairPrice,SKU-S002,Sanitary Pad Night,20
2024-08-11,Singapore,North,Sheng Siong,SKU-D001,Diaper Pants M,62
2024-08-11,Singapore,North,Sheng Siong,SKU-D002,Diaper Pants L,57
2024-08-11,Singapore,North,Sheng Siong,SKU-D003,Diaper Tape NB,40
2024-08-11,Singapore,North,Sheng Siong,SKU-S001,Sanitary Pad Day,64
2024-08-11,Singapore,North,Sheng Siong,SKU-S002,Sanitary Pad Night,38
2024-08-11,Singapore,West/Central,Cold Storage,SKU-D001,Diaper Pants M,28
2024-08-11,Singapore,West/Central,Cold Storage,SKU-D002,Diaper Pants L,25
2024-08-11,Singapore,West/Central,Cold Storage,SKU-D003,Diaper Tape NB,13
2024-08-11,Singapore,West/Central,Cold Storage,SKU-S001,Sanitary Pad Day,25
2024-08-11,Singapore,West/Central,Cold Storage,SKU-S002,Sanitary Pad Night,14
2024-08-11,Singapore,West/Central,NTUC FairPrice,SKU-D001,Diaper Pants M,76
2024-08-11,Singapore,West/Central,NTUC FairPrice,SKU-D002,Diaper Pants L,61
2024-08-11,Singapore,West/Central,NTUC FairPrice,SKU-D003,Diaper Tape NB,37
2024-08-11,Singapore,West/Central,NTUC FairPrice,SKU-S001,Sanitary Pad Day,67
2024-08-11,Singapore,West/Central,NTUC FairPrice,SKU-S002,Sanitary Pad Night,35
2024-08-11,Thailand,Bangkok,Big C,SKU-D001,Diaper Pants M,69
2024-08-11,Thailand,Bangkok,Big C,SKU-D002,Diaper Pants L,61
2024-08-11,Thailand,Bangkok,Big C,SKU-D003,Diaper Tape NB,42
2024-08-11,Thailand,Bangkok,Big C,SKU-S001,Sanitary Pad Day,59
2024-08-11,Thailand,Bangkok,Big C,SKU-S002,Sanitary Pad Night,43
2024-08-11,Thailand,Bangkok,Makro,SKU-D001,Diaper Pants M,65
2024-08-11,Thailand,Bangkok,Makro,SKU-D002,Diaper Pants L,35
2024-08-11,Thailand,Bangkok,Makro,SKU-D003,Diaper Tape NB,25
2024-08-11,Thailand,Bangkok,Makro,SKU-S001,Sanitary Pad Day,52
2024-08-11,Thailand,Bangkok,Makro,SKU-S002,Sanitary Pad Night,34
2024-08-11,Thailand,Bangkok,Tesco Lotus,SKU-D001,Diaper Pants M,123
2024-08-11,Thailand,Bangkok,Tesco Lotus,SKU-D002,Diaper Pants L,116
2024-08-11,Thailand,Bangkok,Tesco Lotus,SKU-D003,Diaper Tape NB,69
2024-08-11,Thailand,Bangkok,Tesco Lotus,SKU-S001,Sanitary Pad Day,80
2024-08-11,Thailand,Bangkok,Tesco Lotus,SKU-S002,Sanitary Pad Night,55
2024-08-11,Thailand,Central,Big C,SKU-D001,Diaper Pants M,147
2024-08-11,Thailand,Central,Big C,SKU-D002,Diaper Pants L,115
2024-08-11,Thailand,Central,Big C,SKU-D003,Diaper Tape NB,91
2024-08-11,Thailand,Central,Big C,SKU-S001,Sanitary Pad Day,111
2024-08-11,Thailand,Central,Big C,SKU-S002,Sanitary Pad Night,72
2024-08-11,Thailand,Central,Tesco Lotus,SKU-D001,Diaper Pants M,91
2024-08-11,Thailand,Central,Tesco Lotus,SKU-D002,Diaper Pants L,65
2024-08-11,Thailand,Central,Tesco Lotus,SKU-D003,Diaper Tape NB,51
2024-08-11,Thailand,Central,Tesco Lotus,SKU-S001,Sanitary Pad Day,84
2024-08-11,Thailand,Central,Tesco Lotus,SKU-S002,Sanitary Pad Night,76
2024-08-11,Thailand,North,Makro,SKU-D001,Diaper Pants M,82
2024-08-11,Thailand,North,Makro,SKU-D002,Diaper Pants L,94
2024-08-11,Thailand,North,Makro,SKU-D003,Diaper Tape NB,71
2024-08-11,Thailand,North,Makro,SKU-S001,Sanitary Pad Day,67
2024-08-11,Thailand,North,Makro,SKU-S002,Sanitary Pad Night,54
2024-08-11,Thailand,North,Tesco Lotus,SKU-D001,Diaper Pants M,136
2024-08-11,Thailand,North,Tesco Lotus,SKU-D002,Diaper Pants L,103
2024-08-11,Thailand,North,Tesco Lotus,SKU-D003,Diaper Tape NB,77
2024-08-11,Thailand,North,Tesco Lotus,SKU-S001,Sanitary Pad Day,91
2024-08-11,Thailand,North,Tesco Lotus,SKU-S002,Sanitary Pad Night,84
2024-08-12,Malaysia,Central,99 Speedmart,SKU-D001,Diaper Pants M,32
2024-08-12,Malaysia,Central,99 Speedmart,SKU-D002,Diaper Pants L,37
2024-08-12,Malaysia,Central,99 Speedmart,SKU-D003,Diaper Tape NB,25
2024-08-12,Malaysia,Central,99 Speedmart,SKU-S001,Sanitary Pad Day,56
2024-08-12,Malaysia,Central,99 Speedmart,SKU-S002,Sanitary Pad Night,0
2024-08-12,Malaysia,Central,AEON,SKU-D001,Diaper Pants M,196
2024-08-12,Malaysia,Central,AEON,SKU-D002,Diaper Pants L,200
2024-08-12,Malaysia,Central,AEON,SKU-D003,Diaper Tape NB,106
2024-08-12,Malaysia,Central,AEON,SKU-S001,Sanitary Pad Day,125
2024-08-12,Malaysia,Central,AEON,SKU-S002,Sanitary Pad Night,97
2024-08-12,Malaysia,Central,Lotus's,SKU-D001,Diaper Pants M,51
2024-08-12,Malaysia,Central,Lotus's,SKU-D002,Diaper Pants L,32
2024-08-12,Malaysia,Central,Lotus's,SKU-D003,Diaper Tape NB,27
2024-08-12,Malaysia,Central,Lotus's,SKU-S001,Sanitary Pad Day,46
2024-08-12,Malaysia,Central,Lotus's,SKU-S002,Sanitary Pad Night,0
2024-08-12,Malaysia,Northern,Giant,SKU-D001,Diaper Pants M,43
2024-08-12,Malaysia,Northern,Giant,SKU-D002,Diaper Pants L,30
2024-08-12,Malaysia,Northern,Giant,SKU-D003,Diaper Tape NB,26
2024-08-12,Malaysia,Northern,Giant,SKU-S001,Sanitary Pad Day,30
2024-08-12,Malaysia,Northern,Giant,SKU-S002,Sanitary Pad Night,21
2024-08-12,Malaysia,Northern,Lotus's,SKU-D001,Diaper Pants M,214
2024-08-12,Malaysia,Northern,Lotus's,SKU-D002,Diaper Pants L,206
2024-08-12,Malaysia,Northern,Lotus's,SKU-D003,Diaper Tape NB,107
2024-08-12,Malaysia,Northern,Lotus's,SKU-S001,Sanitary Pad Day,157
2024-08-12,Malaysia,Northern,Lotus's,SKU-S002,Sanitary Pad Night,151
2024-08-12,Malaysia,Northern,Mydin,SKU-D001,Diaper Pants M,38
2024-08-12,Malaysia,Northern,Mydin,SKU-D002,Diaper Pants L,48
2024-08-12,Malaysia,Northern,Mydin,SKU-D003,Diaper Tape NB,32
2024-08-12,Malaysia,Northern,Mydin,SKU-S001,Sanitary Pad Day,36
2024-08-12,Malaysia,Northern,Mydin,SKU-S002,Sanitary Pad Night,35
2024-08-12,Malaysia,Southern,AEON,SKU-D001,Diaper Pants M,124
2024-08-12,Malaysia,Southern,AEON,SKU-D002,Diaper Pants L,143
2024-08-12,Malaysia,Southern,AEON,SKU-D003,Diaper Tape NB,72
2024-08-12,Malaysia,Southern,AEON,SKU-S001,Sanitary Pad Day,92
2024-08-12,Malaysia,Southern,AEON,SKU-S002,Sanitary Pad Night,108
2024-08-12,Malaysia,Southern,Econsave,SKU-D001,Diaper Pants M,106
2024-08-12,Malaysia,Southern,Econsave,SKU-D002,Diaper Pants L,111
2024-08-12,Malaysia,Southern,Econsave,SKU-D003,Diaper Tape NB,81
2024-08-12,Malaysia,Southern,Econsave,SKU-S001,Sanitary Pad Day,67
2024-08-12,Malaysia,Southern,Econsave,SKU-S002,Sanitary Pad Night,103
2024-08-12,Malaysia,Southern,Giant,SKU-D001,Diaper Pants M,12
2024-08-12,Malaysia,Southern,Giant,SKU-D002,Diaper Pants L,13
2024-08-12,Malaysia,Southern,Giant,SKU-D003,Diaper Tape NB,8
2024-08-12,Malaysia,Southern,Giant,SKU-S001,Sanitary Pad Day,10
2024-08-12,Malaysia,Southern,Giant,SKU-S002,Sanitary Pad Night,9
2024-08-12,Singapore,East,Cold Storage,SKU-D001,Diaper Pants M,34
2024-08-12,Singapore,East,Cold Storage,SKU-D002,Diaper Pants L,22
2024-08-12,Singapore,East,Cold Storage,SKU-D003,Diaper Tape NB,16
2024-08-12,Singapore,East,Cold Storage,SKU-S001,Sanitary Pad Day,22
2024-08-12,Singapore,East,Cold Storage,SKU-S002,Sanitary Pad Night,18
2024-08-12,Singapore,East,NTUC FairPrice,SKU-D001,Diaper Pants M,32
2024-08-12,Singapore,East,NTUC FairPrice,SKU-D002,Diaper Pants L,18
2024-08-12,Singapore,East,NTUC FairPrice,SKU-D003,Diaper Tape NB,21
2024-08-12,Singapore,East,NTUC FairPrice,SKU-S001,Sanitary Pad Day,32
2024-08-12,Singapore,East,NTUC FairPrice,SKU-S002,Sanitary Pad Night,20
2024-08-12,Singapore,East,Sheng Siong,SKU-D001,Diaper Pants M,119
2024-08-12,Singapore,East,Sheng Siong,SKU-D002,Diaper Pants L,87
2024-08-12,Singapore,East,Sheng Siong,SKU-D003,Diaper Tape NB,58
2024-08-12,Singapore,East,Sheng Siong,SKU-S001,Sanitary Pad Day,90
2024-08-12,Singapore,East,Sheng Siong,SKU-S002,Sanitary Pad Night,68
2024-08-12,Singapore,North,NTUC FairPrice,SKU-D001,Diaper Pants M,47
2024-08-12,Singapore,North,NTUC FairPrice,SKU-D002,Diaper Pants L,51
2024-08-12,Singapore,North,NTUC FairPrice,SKU-D003,Diaper Tape NB,23
2024-08-12,Singapore,North,NTUC FairPrice,SKU-S001,Sanitary Pad Day,49
2024-08-12,Singapore,North,NTUC FairPrice,SKU-S002,Sanitary Pad Night,0
2024-08-12,Singapore,North,Sheng Siong,SKU-D001,Diaper Pants M,108
2024-08-12,Singapore,North,Sheng Siong,SKU-D002,Diaper Pants L,100
2024-08-12,Singapore,North,Sheng Siong,SKU-D003,Diaper Tape NB,40
2024-08-12,Singapore,North,Sheng Siong,SKU-S001,Sanitary Pad Day,96
2024-08-12,Singapore,North,Sheng Siong,SKU-S002,Sanitary Pad Night,83
2024-08-12,Singapore,West/Central,Cold Storage,SKU-D001,Diaper Pants M,44
2024-08-12,Singapore,West/Central,Cold Storage,SKU-D002,Diaper Pants L,0
2024-08-12,Singapore,West/Central,Cold Storage,SKU-D003,Diaper Tape NB,25
2024-08-12,Singapore,West/Central,Cold Storage,SKU-S001,Sanitary Pad Day,41
2024-08-12,Singapore,West/Central,Cold Storage,SKU-S002,Sanitary Pad Night,27
2024-08-12,Singapore,West/Central,NTUC FairPrice,SKU-D001,Diaper Pants M,131
2024-08-12,Singapore,West/Central,NTUC FairPrice,SKU-D002,Diaper Pants L,119
2024-08-12,Singapore,West/Central,NTUC FairPrice,SKU-D003,Diaper Tape NB,63
2024-08-12,Singapore,West/Central,NTUC FairPrice,SKU-S001,Sanitary Pad Day,88
2024-08-12,Singapore,West/Central,NTUC FairPrice,SKU-S002,Sanitary Pad Night,85
2024-08-12,Thailand,Bangkok,Big C,SKU-D001,Diaper Pants M,106
2024-08-12,Thailand,Bangkok,Big C,SKU-D002,Diaper Pants L,120
2024-08-12,Thailand,Bangkok,Big C,SKU-D003,Diaper Tape NB,77
2024-08-12,Thailand,Bangkok,Big C,SKU-S001,Sanitary Pad Day,84
2024-08-12,Thailand,Bangkok,Big C,SKU-S002,Sanitary Pad Night,75
2024-08-12,Thailand,Bangkok,Makro,SKU-D001,Diaper Pants M,77
2024-08-12,Thailand,Bangkok,Makro,SKU-D002,Diaper Pants L,77
2024-08-12,Thailand,Bangkok,Makro,SKU-D003,Diaper Tape NB,34
2024-08-12,Thailand,Bangkok,Makro,SKU-S001,Sanitary Pad Day,71
2024-08-12,Thailand,Bangkok,Makro,SKU-S002,Sanitary Pad Night,50
2024-08-12,Thailand,Bangkok,Tesco Lotus,SKU-D001,Diaper Pants M,177
2024-08-12,Thailand,Bangkok,Tesco Lotus,SKU-D002,Diaper Pants L,168
2024-08-12,Thailand,Bangkok,Tesco Lotus,SKU-D003,Diaper Tape NB,75
2024-08-12,Thailand,Bangkok,Tesco Lotus,SKU-S001,Sanitary Pad Day,145
2024-08-12,Thailand,Bangkok,Tesco Lotus,SKU-S002,Sanitary Pad Night,126
2024-08-12,Thailand,Central,Big C,SKU-D001,Diaper Pants M,179
2024-08-12,Thailand,Central,Big C,SKU-D002,Diaper Pants L,198
2024-08-12,Thailand,Central,Big C,SKU-D003,Diaper Tape NB,107
2024-08-12,Thailand,Central,Big C,SKU-S001,Sanitary Pad Day,155
2024-08-12,Thailand,Central,Big C,SKU-S002,Sanitary Pad Night,118
2024-08-12,Thailand,Central,Tesco Lotus,SKU-D001,Diaper Pants M,175
2024-08-12,Thailand,Central,Tesco Lotus,SKU-D002,Diaper Pants L,106
2024-08-12,Thailand,Central,Tesco Lotus,SKU-D003,Diaper Tape NB,114
2024-08-12,Thailand,Central,Tesco Lotus,SKU-S001,Sanitary Pad Day,128
2024-08-12,Thailand,Central,Tesco Lotus,SKU-S002,Sanitary Pad Night,121
2024-08-12,Thailand,North,Makro,SKU-D001,Diaper Pants M,183
2024-08-12,Thailand,North,Makro,SKU-D002,Diaper Pants L,99
2024-08-12,Thailand,North,Makro,SKU-D003,Diaper Tape NB,101
2024-08-12,Thailand,North,Makro,SKU-S001,Sanitary Pad Day,129
2024-08-12,Thailand,North,Makro,SKU-S002,Sanitary Pad Night,95
2024-08-12,Thailand,North,Tesco Lotus,SKU-D001,Diaper Pants M,225
2024-08-12,Thailand,North,Tesco Lotus,SKU-D002,Diaper Pants L,0
2024-08-12,Thailand,North,Tesco Lotus,SKU-D003,Diaper Tape NB,120
2024-08-12,Thailand,North,Tesco Lotus,SKU-S001,Sanitary Pad Day,188
2024-08-12,Thailand,North,Tesco Lotus,SKU-S002,Sanitary Pad Night,145
2024-08-13,Malaysia,Central,99 Speedmart,SKU-D001,Diaper Pants M,66
2024-08-13,Malaysia,Central,99 Speedmart,SKU-D002,Diaper Pants L,36
2024-08-13,Malaysia,Central,99 Speedmart,SKU-D003,Diaper Tape NB,33
2024-08-13,Malaysia,Central,99 Speedmart,SKU-S001,Sanitary Pad Day,40
2024-08-13,Malaysia,Central,99 Speedmart,SKU-S002,Sanitary Pad Night,42
2024-08-13,Malaysia,Central,AEON,SKU-D001,Diaper Pants M,146
2024-08-13,Malaysia,Central,AEON,SKU-D002,Diaper Pants L,173
2024-08-13,Malaysia,Central,AEON,SKU-D003,Diaper Tape NB,93
2024-08-13,Malaysia,Central,AEON,SKU-S001,Sanitary Pad Day,149
2024-08-13,Malaysia,Central,AEON,SKU-S002,Sanitary Pad Night,110
2024-08-13,Malaysia,Central,Lotus's,SKU-D001,Diaper Pants M,53
2024-08-13,Malaysia,Central,Lotus's,SKU-D002,Diaper Pants L,53
2024-08-13,Malaysia,Central,Lotus's,SKU-D003,Diaper Tape NB,22
2024-08-13,Malaysia,Central,Lotus's,SKU-S001,Sanitary Pad Day,46
2024-08-13,Malaysia,Central,Lotus's,SKU-S002,Sanitary Pad Night,26
2024-08-13,Malaysia,Northern,Giant,SKU-D001,Diaper Pants M,37
2024-08-13,Malaysia,Northern,Giant,SKU-D002,Diaper Pants L,34
2024-08-13,Malaysia,Northern,Giant,SKU-D003,Diaper Tape NB,24
2024-08-13,Malaysia,Northern,Giant,SKU-S001,Sanitary Pad Day,32
2024-08-13,Malaysia,Northern,Giant,SKU-S002,Sanitary Pad Night,32
2024-08-13,Malaysia,Northern,Lotus's,SKU-D001,Diaper Pants M,241
2024-08-13,Malaysia,Northern,Lotus's,SKU-D002,Diaper Pants L,148
2024-08-13,Malaysia,Northern,Lotus's,SKU-D003,Diaper Tape NB,93
2024-08-13,Malaysia,Northern,Lotus's,SKU-S001,Sanitary Pad Day,158
2024-08-13,Malaysia,Northern,Lotus's,SKU-S002,Sanitary Pad Night,119
2024-08-13,Malaysia,Northern,Mydin,SKU-D001,Diaper Pants M,53
2024-08-13,Malaysia,Northern,Mydin,SKU-D002,Diaper Pants L,49
2024-08-13,Malaysia,Northern,Mydin,SKU-D003,Diaper Tape NB,21
2024-08-13,Malaysia,Northern,Mydin,SKU-S001,Sanitary Pad Day,43
2024-08-13,Malaysia,Northern,Mydin,SKU-S002,Sanitary Pad Night,37
2024-08-13,Malaysia,Southern,AEON,SKU-D001,Diaper Pants M,164
2024-08-13,Malaysia,Southern,AEON,SKU-D002,Diaper Pants L,161
2024-08-13,Malaysia,Southern,AEON,SKU-D003,Diaper Tape NB,67
2024-08-13,Malaysia,Southern,AEON,SKU-S001,Sanitary Pad Day,125
2024-08-13,Malaysia,Southern,AEON,SKU-S002,Sanitary Pad Night,85
2024-08-13,Malaysia,Southern,Econsave,SKU-D001,Diaper Pants M,142
2024-08-13,Malaysia,Southern,Econsave,SKU-D002,Diaper Pants L,130
2024-08-13,Malaysia,Southern,Econsave,SKU-D003,Diaper Tape NB,72
2024-08-13,Malaysia,Southern,Econsave,SKU-S001,Sanitary Pad Day,0
2024-08-13,Malaysia,Southern,Econsave,SKU-S002,Sanitary Pad Night,72
2024-08-13,Malaysia,Southern,Giant,SKU-D001,Diaper Pants M,14
2024-08-13,Malaysia,Southern,Giant,SKU-D002,Diaper Pants L,11
2024-08-13,Malaysia,Southern,Giant,SKU-D003,Diaper Tape NB,9
2024-08-13,Malaysia,Southern,Giant,SKU-S001,Sanitary Pad Day,9
2024-08-13,Malaysia,Southern,Giant,SKU-S002,Sanitary Pad Night,9
2024-08-13,Singapore,East,Cold Storage,SKU-D001,Diaper Pants M,25
2024-08-13,Singapore,East,Cold Storage,SKU-D002,Diaper Pants L,24
2024-08-13,Singapore,East,Cold Storage,SKU-D003,Diaper Tape NB,17
2024-08-13,Singapore,East,Cold Storage,SKU-S001,Sanitary Pad Day,24
2024-08-13,Singapore,East,Cold Storage,SKU-S002,Sanitary Pad Night,15
2024-08-13,Singapore,East,NTUC FairPrice,SKU-D001,Diaper Pants M,29
2024-08-13,Singapore,East,NTUC FairPrice,SKU-D002,Diaper Pants L,32
2024-08-13,Singapore,East,NTUC FairPrice,SKU-D003,Diaper Tape NB,19
2024-08-13,Singapore,East,NTUC FairPrice,SKU-S001,Sanitary Pad Day,28
2024-08-13,Singapore,East,NTUC FairPrice,SKU-S002,Sanitary Pad Night,19
2024-08-13,Singapore,East,Sheng Siong,SKU-D001,Diaper Pants M,105
2024-08-13,Singapore,East,Sheng Siong,SKU-D002,Diaper Pants L,79
2024-08-13,Singapore,East,Sheng Siong,SKU-D003,Diaper Tape NB,57
2024-08-13,Singapore,East,Sheng Siong,SKU-S001,Sanitary Pad Day,94
2024-08-13,Singapore,East,Sheng Siong,SKU-S002,Sanitary Pad Night,63
2024-08-13,Singapore,North,NTUC FairPrice,SKU-D001,Diaper Pants M,0
2024-08-13,Singapore,North,NTUC FairPrice,SKU-D002,Diaper Pants L,26
2024-08-13,Singapore,North,NTUC FairPrice,SKU-D003,Diaper Tape NB,32
2024-08-13,Singapore,North,NTUC FairPrice,SKU-S001,Sanitary Pad Day,45
2024-08-13,Singapore,North,NTUC FairPrice,SKU-S002,Sanitary Pad Night,36
2024-08-13,Singapore,North,Sheng Siong,SKU-D001,Diaper Pants M,76
2024-08-13,Singapore,North,Sheng Siong,SKU-D002,Diaper Pants L,72
2024-08-13,Singapore,North,Sheng Siong,SKU-D003,Diaper Tape NB,49
2024-08-13,Singapore,North,Sheng Siong,SKU-S001,Sanitary Pad Day,92
2024-08-13,Singapore,North,Sheng Siong,SKU-S002,Sanitary Pad Night,65
2024-08-13,Singapore,West/Central,Cold Storage,SKU-D001,Diaper Pants M,40
2024-08-13,Singapore,West/Central,Cold Storage,SKU-D002,Diaper Pants L,34
2024-08-13,Singapore,West/Central,Cold Storage,SKU-D003,Diaper Tape NB,23
2024-08-13,Singapore,West/Central,Cold Storage,SKU-S001,Sanitary Pad Day,38
2024-08-13,Singapore,West/Central,Cold Storage,SKU-S002,Sanitary Pad Night,30
2024-08-13,Singapore,West/Central,NTUC FairPrice,SKU-D001,Diaper Pants M,140
2024-08-13,Singapore,West/Central,NTUC FairPrice,SKU-D002,Diaper Pants L,92
2024-08-13,Singapore,West/Central,NTUC FairPrice,SKU-D003,Diaper Tape NB,62
2024-08-13,Singapore,West/Central,NTUC FairPrice,SKU-S001,Sanitary Pad Day,77
2024-08-13,Singapore,West/Central,NTUC FairPrice,SKU-S002,Sanitary Pad Night,80
2024-08-13,Thailand,Bangkok,Big C,SKU-D001,Diaper Pants M,119
2024-08-13,Thailand,Bangkok,Big C,SKU-D002,Diaper Pants L,86
2024-08-13,Thailand,Bangkok,Big C,SKU-D003,Diaper Tape NB,54
2024-08-13,Thailand,Bangkok,Big C,SKU-S001,Sanitary Pad Day,84
2024-08-13,Thailand,Bangkok,Big C,SKU-S002,Sanitary Pad Night,61
2024-08-13,Thailand,Bangkok,Makro,SKU-D001,Diaper Pants M,92
2024-08-13,Thailand,Bangkok,Makro,SKU-D002,Diaper Pants L,74
2024-08-13,Thailand,Bangkok,Makro,SKU-D003,Diaper Tape NB,44
2024-08-13,Thailand,Bangkok,Makro,SKU-S001,Sanitary Pad Day,54
2024-08-13,Thailand,Bangkok,Makro,SKU-S002,Sanitary Pad Night,50
2024-08-13,Thailand,Bangkok,Tesco Lotus,SKU-D001,Diaper Pants M,0
2024-08-13,Thailand,Bangkok,Tesco Lotus,SKU-D002,Diaper Pants L,159
2024-08-13,Thailand,Bangkok,Tesco Lotus,SKU-D003,Diaper Tape NB,94
2024-08-13,Thailand,Bangkok,Tesco Lotus,SKU-S001,Sanitary Pad Day,132
2024-08-13,Thailand,Bangkok,Tesco Lotus,SKU-S002,Sanitary Pad Night,129
2024-08-13,Thailand,Central,Big C,SKU-D001,Diaper Pants M,189
2024-08-13,Thailand,Central,Big C,SKU-D002,Diaper Pants L,157
2024-08-13,Thailand,Central,Big C,SKU-D003,Diaper Tape NB,102
